nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Cristian Medina,TENNIS,17.0,58.6,193.0,68.0,11.7,3.66,
Pedro Rodríguez,RUGBY,33.0,98.4,190.0,54.0,4.3,5.04,PORTERO
Daniela Vargas,BALONCESTO,33.0,89.2,184.0,78.0,23.6,5.583822014051522,DELANTERO
Marisol Figueroa,FUTBOL,19.0,80.09667630057803,171.0,89.0,4.6,2.99,CICLISTA
Luis Parra,CICLISMO,39.0,91.6,194.0,60.0,17.5,2.26,ATACANTE
Javiera Espinoza,BASKETBALL,29.0,74.1,174.0,54.0,19.1,4.35,CICLISTA
Rodrigo Sandoval,ATLETISMO,18.0,92.8,176.0,63.0,10.6,5.583822014051522,
Catalina Mora,CICLISMO,24.0,71.9,189.0,51.0,14.4,9.68,DEFENSA
César Sepúlveda,BALONCESTO,41.0,64.6,187.0,69.75212464589235,5.1,3.99,CORREDOR
Rodrigo Sandoval,NATACIÓ,44.0,104.0,165.0,78.0,16.3,7.19,CICLISTA
Francisca Lagos,BASKETBALL,32.0,56.1,199.0,56.0,11.9,1.54,DELANTERO
Nicolás Reyes,RUGBY,29.0,64.1,173.0,54.0,13.0,8.71,CORREDOR
Juan López,VOLEIBOL,27.0,57.3,166.0,80.0,3.6,9.43,DEFENSA
Rodrigo Sandoval,VOLEIBOL,31.050934579439254,97.9,197.0,88.0,22.3,1.51,ATACANTE
Claudia Herrera,FUTBOL,27.0,92.7,158.0,51.0,9.9,4.26,
Natalia Cruz,FUTBOL,29.0,55.7,165.0,77.0,23.5,9.86,ATACANTE
Alicia Campos,RUGBY,19.0,84.3,179.5212464589235,62.0,13.0,1.01,MEDIOCAMPISTA
Enrique Valenzuela,RUGBY,22.0,79.4,168.0,54.0,23.9,1.6,NADADOR
Claudia Herrera,VOLEIBOL,40.0,61.4,177.0,90.0,4.7,5.59,DELANTERO
Gonzalo Fuentes,VOLEIBOL,40.0,72.6,200.0,51.0,9.8,1.81,PORTERO
Gonzalo Fuentes,FUTBOL,38.0,57.2,174.0,73.0,15.3,6.55,ATACANTE
Nicolás Reyes,FUTBOL,20.0,68.9,191.0,84.0,20.3,5.93,MEDIOCAMPISTA
Camila Díaz,CICLISMO,36.0,99.6,173.0,69.75212464589235,24.4,4.92,PORTERO
Carlos Pérez,FUTBOL,26.0,61.4,178.0,66.0,17.9,4.0,CORREDOR
Carolina Ríos,ATLETISMO,28.0,103.6,177.0,69.75212464589235,9.9,1.53,MEDIOCAMPISTA
Ricardo Álvarez,TENIS,30.0,81.0,184.0,59.0,18.8,2.22,DELANTERO
Tomás Gutiérrez,FUTBOL,45.0,98.8,170.0,51.0,23.8,1.3,CORREDOR
Gonzalo Fuentes,TENIS,32.0,80.09667630057803,170.0,78.0,7.2,6.48,CORREDOR
Claudia Herrera,ATLETISMO,31.0,84.3,168.0,52.0,14.6,5.24,CICLISTA
Francisca Lagos,NATACION,39.0,95.7,167.0,56.0,13.9,6.73,DEFENSA
Natalia Cruz,NATACION,36.0,73.0,202.0,54.0,24.9,3.0,NADADOR
Mauricio Vega,RUGBY,44.0,60.5,175.0,70.0,0.1,-5.0,ATACANTE
Roxana Salinas,TENNIS,29.0,59.0,300.0,69.75212464589235,8.7,7.27,MEDIOCAMPISTA
Catalina Mora,NATACION,43.0,97.3,164.0,57.0,10.3,2.52,CORREDOR
María González,FUTBOL,23.0,78.7,179.0,64.0,7.2,2.67,DEFENSA
Gabriela Morales,VOLEIBOL,28.0,84.0,158.0,90.0,13.866635071090046,2.37,CORREDOR
Manuel Leal,NATACIÓ,22.0,78.1,196.0,70.0,18.7,1.53,NADADOR
Manuel Leal,ATLETISMO,4.0,69.0,300.0,57.0,20.7,3.14,DEFENSA
Roberto Castillo,BASKETBALL,32.0,67.7,176.0,80.0,23.8,2.84,
Andrés Flores,BOXEO,40.0,59.8,188.0,89.0,12.3,9.89,CORREDOR
Roxana Salinas,ATLETISMO,33.0,75.9,191.0,75.0,17.8,5.71,MEDIOCAMPISTA
Francisca Lagos,FUTBOL,34.0,81.5,183.0,69.75212464589235,13.866635071090046,5.82,
Valentina Ramírez,TENNIS,30.0,92.3,200.0,67.0,20.9,7.64,DELANTERO
Daniela Vargas,NATACION,18.0,85.1,170.0,68.0,13.4,1.58,DELANTERO
Isabella Castro,FUTBOL,39.0,79.7,177.0,55.0,13.0,3.45,CORREDOR
Marisol Figueroa,FUTBOL,16.0,99.5,172.0,46.0,13.4,8.84,CORREDOR
Lorena Mendoza,VOLEIBOL,34.0,60.4,179.5212464589235,61.0,10.4,1.22,ATACANTE
Valentina Ramírez,FUTBOL,34.0,80.2,193.0,71.0,3.4,7.87,CICLISTA
Ricardo Álvarez,NATACIÓ,35.0,96.3,169.0,60.0,13.866635071090046,3.4,PORTERO
Marisol Figueroa,RUGBY,27.0,60.7,162.0,84.0,16.7,8.76,CORREDOR
Mónica Ortega,VOLEIBOL,33.0,98.3,165.0,69.75212464589235,13.866635071090046,8.35,CICLISTA
Patricia Ramos,TENIS,35.0,80.09667630057803,166.0,82.0,16.3,6.96,
Ana Martínez,BOXEO,45.0,99.1,182.0,61.0,21.1,5.583822014051522,DEFENSA
Javiera Espinoza,VOLEIBOL,39.0,104.2,197.0,87.0,16.9,4.09,ATACANTE
Diego Torres,ATLETISMO,34.0,76.0,192.0,75.0,16.4,6.82,DELANTERO
Roberto Castillo,TENNIS,21.0,104.7,192.0,88.0,17.5,7.48,PORTERO
César Sepúlveda,BALONCESTO,17.0,80.9,201.0,56.0,12.7,5.07,ATACANTE
Isabella Castro,FUTBOL,19.0,86.9,172.0,65.0,18.1,3.91,DEFENSA
Diego Torres,ATLETISMO,31.050934579439254,97.5,183.0,62.0,6.2,2.71,
Claudia Herrera,NATACION,19.0,80.5,173.0,84.0,17.4,6.44,CORREDOR
Cristian Medina,RUGBY,31.050934579439254,73.5,198.0,89.0,16.9,1.08,CICLISTA
Daniela Vargas,BASKETBALL,22.0,99.4,160.0,68.0,22.2,7.18,MEDIOCAMPISTA
Andrés Flores,RUGBY,28.0,103.0,183.0,60.0,13.866635071090046,8.23,PORTERO
Marisol Figueroa,RUGBY,19.0,81.4,192.0,69.75212464589235,23.3,2.67,CICLISTA
Lorena Mendoza,VOLEIBOL,19.0,103.7,181.0,58.0,0.1,5.17,
Roberto Castillo,VOLEIBOL,20.0,57.3,177.0,54.0,9.6,7.44,ATACANTE
Carlos Pérez,TENIS,27.0,61.1,192.0,45.0,5.1,3.19,MEDIOCAMPISTA
Héctor Suárez,TENNIS,24.0,73.1,196.0,69.75212464589235,4.2,4.46,CICLISTA
Verónica Aguilar,FUTBOL,40.0,70.8,30.0,48.0,12.9,4.97,ATACANTE
Eduardo Soto,NATACION,22.0,103.6,179.5212464589235,300.0,18.4,4.17,CORREDOR
Roxana Salinas,NATACION,39.0,99.8,166.0,73.0,9.7,4.66,ATACANTE
Tomás Gutiérrez,VOLEIBOL,35.0,68.7,166.0,77.0,21.9,2.81,CORREDOR
César Sepúlveda,TENIS,23.0,61.8,188.0,54.0,19.7,1.8,DEFENSA
Patricia Ramos,CICLISMO,20.0,104.6,186.0,49.0,18.4,7.57,DELANTERO
Mónica Ortega,CICLISMO,35.0,55.5,158.0,51.0,23.2,5.52,CORREDOR
César Sepúlveda,BASKETBALL,28.0,65.6,194.0,66.0,4.0,9.36,DEFENSA
Cristian Medina,FUTBOL,27.0,80.9,166.0,48.0,9.4,2.84,DEFENSA
César Sepúlveda,TENIS,39.0,64.3,165.0,56.0,20.8,4.97,CORREDOR
Patricio Bravo,FUTBOL,19.0,59.2,195.0,61.0,16.8,1.01,CICLISTA
Paola Romero,FUTBOL,33.0,87.7,164.0,70.0,6.5,8.84,DEFENSA
Gonzalo Fuentes,VOLEIBOL,18.0,75.7,176.0,82.0,6.3,5.89,NADADOR
Matías Silva,FUTBOL,24.0,59.6,189.0,57.0,21.6,8.14,CORREDOR
Cristian Medina,TENIS,35.0,74.2,173.0,70.0,18.6,6.95,MEDIOCAMPISTA
Gonzalo Fuentes,RUGBY,28.0,59.3,186.0,72.0,13.3,6.83,NADADOR
Gabriela Morales,ATLETISMO,24.0,81.7,188.0,87.0,13.7,7.06,CICLISTA
Rodrigo Sandoval,NATACION,21.0,103.5,176.0,83.0,6.8,8.38,DEFENSA
Juan López,RUGBY,26.0,66.7,195.0,60.0,16.0,7.95,DELANTERO
Daniela Vargas,VOLEIBOL,29.0,86.6,197.0,63.0,18.1,1.16,MEDIOCAMPISTA
Ana Martínez,FUTBOL,45.0,88.5,158.0,64.0,5.9,2.53,NADADOR
Roxana Salinas,CICLISMO,44.0,102.4,171.0,83.0,3.1,7.91,
Fernanda Jiménez,NATACION,30.0,91.7,202.0,45.0,3.3,2.97,PORTERO
Andrés Flores,NATACION,25.0,75.4,195.0,350.0,21.7,3.5,DELANTERO
Roxana Salinas,BOXEO,37.0,81.7,185.0,72.0,22.6,9.07,MEDIOCAMPISTA
Francisca Lagos,BOXEO,16.0,87.4,194.0,69.75212464589235,13.3,7.66,PORTERO
Roxana Salinas,BOXEO,37.0,76.0,199.0,90.0,21.3,5.85,DEFENSA
Alicia Campos,FUTBOL,30.0,61.3,186.0,60.0,13.866635071090046,9.52,CORREDOR
Héctor Suárez,BALONCESTO,33.0,82.0,186.0,79.0,7.6,2.52,
Natalia Cruz,VOLEIBOL,26.0,80.09667630057803,191.0,50.0,14.6,5.583822014051522,CICLISTA
Roxana Salinas,NATACIÓ,45.0,88.1,189.0,51.0,24.3,4.66,PORTERO
Roberto Castillo,ATLETISMO,31.0,87.8,169.0,86.0,8.9,7.5,ATACANTE
Daniela Vargas,RUGBY,32.0,97.7,158.0,69.75212464589235,11.6,8.5,ATACANTE
Isabella Castro,CICLISMO,29.0,67.1,181.0,66.0,10.9,9.72,CORREDOR
Pilar Contreras,VOLEIBOL,27.0,62.5,30.0,88.0,13.866635071090046,5.32,MEDIOCAMPISTA
Pedro Rodríguez,BALONCESTO,40.0,64.2,201.0,83.0,5.6,1.43,NADADOR
Carlos Pérez,TENIS,43.0,81.2,177.0,55.0,10.1,7.1,CORREDOR
Pedro Rodríguez,FUTBOL,24.0,67.2,179.0,53.0,13.866635071090046,8.78,CORREDOR
Manuel Leal,FUTBOL,41.0,86.2,162.0,51.0,25.0,2.7,PORTERO
Daniela Vargas,FUTBOL,34.0,74.7,172.0,67.0,10.3,4.2,DELANTERO
Marcela Varela,ATLETISMO,29.0,75.8,181.0,75.0,5.1,6.01,CORREDOR
Paola Romero,BASKETBALL,33.0,60.4,186.0,84.0,9.4,9.06,NADADOR
Gabriela Morales,FUTBOL,36.0,80.09667630057803,158.0,54.0,4.2,6.84,
Rodrigo Sandoval,BASKETBALL,18.0,62.2,184.0,63.0,4.0,6.48,ATACANTE
Felipe Muñoz,CICLISMO,16.0,80.09667630057803,189.0,76.0,10.4,1.87,PORTERO
Sofía Hernández,ATLETISMO,33.0,96.5,194.0,75.0,6.0,3.72,DELANTERO
Pilar Contreras,FUTBOL,41.0,80.3,201.0,80.0,9.8,5.4,CICLISTA
Lorena Mendoza,ATLETISMO,30.0,83.9,168.0,47.0,17.1,5.33,ATACANTE
Juan López,NATACION,21.0,65.1,158.0,74.0,5.9,6.56,DEFENSA
Claudia Herrera,BALONCESTO,43.0,81.5,169.0,69.75212464589235,6.7,9.12,DELANTERO
Manuel Leal,VOLEIBOL,19.0,62.2,196.0,85.0,9.6,5.07,DELANTERO
Mauricio Vega,BOXEO,21.0,98.7,186.0,76.0,19.3,7.68,CICLISTA
Alejandro Núñez,NATACION,44.0,70.4,181.0,76.0,14.7,9.08,DELANTERO
Pilar Contreras,NATACION,35.0,64.2,200.0,62.0,12.3,1.31,
Héctor Suárez,CICLISMO,21.0,98.4,30.0,68.0,24.3,1.37,DEFENSA
Pedro Rodríguez,NATACIÓ,32.0,77.8,197.0,68.0,11.0,6.98,DEFENSA
Rodrigo Sandoval,NATACION,25.0,99.6,200.0,73.0,15.7,2.28,CORREDOR
Matías Silva,NATACIÓ,25.0,55.5,162.0,59.0,13.866635071090046,4.39,ATACANTE
César Sepúlveda,CICLISMO,26.0,59.4,200.0,59.0,22.9,7.99,
Patricia Ramos,VOLEIBOL,41.0,93.6,176.0,77.0,16.2,9.18,CICLISTA
Héctor Suárez,VOLEIBOL,18.0,80.09667630057803,196.0,350.0,16.8,5.583822014051522,ATACANTE
Juan López,RUGBY,42.0,84.9,166.0,84.0,17.2,5.12,ATACANTE
Ricardo Álvarez,NATACION,38.0,86.2,195.0,84.0,11.0,7.86,PORTERO
Ignacio Peña,TENNIS,28.0,83.8,199.0,88.0,12.9,6.34,PORTERO
Eduardo Soto,NATACIÓ,28.0,100.9,158.0,79.0,16.5,9.65,DELANTERO
Camila Díaz,BALONCESTO,28.0,64.1,175.0,90.0,7.0,7.01,PORTERO
Pilar Contreras,FUTBOL,22.0,103.2,175.0,75.0,15.0,6.51,MEDIOCAMPISTA
Ignacio Peña,FUTBOL,31.0,100.2,184.0,64.0,10.3,7.38,PORTERO
Juan López,CICLISMO,25.0,67.3,179.0,82.0,21.4,2.48,NADADOR
Alejandro Núñez,BASKETBALL,28.0,68.5,183.0,68.0,9.9,4.36,CORREDOR
Paola Romero,VOLEIBOL,16.0,80.09667630057803,173.0,72.0,4.3,1.43,CICLISTA
Alicia Campos,TENNIS,39.0,76.4,202.0,63.0,22.1,1.29,NADADOR
Mauricio Vega,BOXEO,21.0,80.09667630057803,173.0,81.0,7.1,9.93,NADADOR
Felipe Muñoz,NATACION,42.0,80.5,169.0,61.0,20.0,2.0,DEFENSA
Ignacio Peña,CICLISMO,17.0,71.1,173.0,81.0,3.1,8.53,CICLISTA
Lorena Mendoza,CICLISMO,19.0,70.5,179.5212464589235,85.0,9.3,7.03,
Sofía Hernández,ATLETISMO,29.0,95.3,166.0,54.0,22.1,7.81,DELANTERO
Ignacio Peña,BASKETBALL,34.0,90.4,182.0,69.0,24.0,9.24,PORTERO
Valentina Ramírez,BOXEO,44.0,80.09667630057803,170.0,69.75212464589235,6.8,7.32,CORREDOR
Natalia Cruz,BOXEO,31.050934579439254,88.9,174.0,52.0,19.5,3.73,DELANTERO
Roxana Salinas,FUTBOL,33.0,74.3,169.0,89.0,13.2,8.56,ATACANTE
Javiera Espinoza,ATLETISMO,37.0,94.6,194.0,67.0,6.8,4.23,CORREDOR
Ana Martínez,ATLETISMO,35.0,90.1,185.0,76.0,7.1,8.8,CORREDOR
Claudia Herrera,NATACIÓ,37.0,59.0,198.0,67.0,23.6,7.56,DEFENSA
Sofía Hernández,NATACION,43.0,99.2,175.0,65.0,13.8,9.02,DEFENSA
Juan López,NATACION,26.0,87.9,172.0,67.0,13.866635071090046,2.11,MEDIOCAMPISTA
Valentina Ramírez,NATACION,31.050934579439254,60.4,172.0,83.0,13.866635071090046,3.27,NADADOR
Felipe Muñoz,CICLISMO,31.0,87.4,186.0,45.0,10.5,7.79,MEDIOCAMPISTA
Alejandro Núñez,VOLEIBOL,19.0,95.0,177.0,49.0,5.6,8.9,DELANTERO
Héctor Suárez,ATLETISMO,31.0,76.7,178.0,47.0,10.8,3.45,PORTERO
Patricia Ramos,BALONCESTO,26.0,95.4,202.0,53.0,4.6,6.27,CICLISTA
Tomás Gutiérrez,FUTBOL,35.0,72.4,189.0,86.0,9.8,5.583822014051522,ATACANTE
Carolina Ríos,BASKETBALL,34.0,98.5,162.0,69.75212464589235,19.8,9.54,NADADOR
Sofía Hernández,BASKETBALL,18.0,69.5,200.0,51.0,4.9,2.74,ATACANTE
Fernanda Jiménez,ATLETISMO,18.0,67.6,174.0,56.0,10.6,9.13,MEDIOCAMPISTA
César Sepúlveda,RUGBY,30.0,56.8,162.0,49.0,18.3,7.26,CORREDOR
César Sepúlveda,NATACION,31.050934579439254,102.7,183.0,54.0,4.6,6.92,CORREDOR
Pedro Rodríguez,VOLEIBOL,19.0,97.8,175.0,51.0,23.5,5.14,
Roberto Castillo,CICLISMO,31.0,57.8,198.0,49.0,21.1,4.79,ATACANTE
Mónica Ortega,NATACIÓ,25.0,82.7,187.0,87.0,9.4,6.76,
Ana Martínez,VOLEIBOL,38.0,97.4,194.0,70.0,9.2,6.64,MEDIOCAMPISTA
Natalia Cruz,VOLEIBOL,32.0,95.7,184.0,85.0,23.8,5.99,NADADOR
Tomás Gutiérrez,NATACION,25.0,55.2,158.0,75.0,3.2,7.44,DEFENSA
Enrique Valenzuela,BALONCESTO,40.0,101.3,170.0,79.0,13.866635071090046,6.99,PORTERO
Rodrigo Sandoval,NATACION,42.0,67.2,197.0,56.0,10.7,6.52,CICLISTA
Enrique Valenzuela,VOLEIBOL,40.0,101.9,187.0,52.0,13.866635071090046,6.35,DELANTERO
Mauricio Vega,ATLETISMO,45.0,98.8,180.0,80.0,4.1,8.25,CICLISTA
Ana Martínez,TENIS,37.0,92.1,194.0,61.0,14.1,4.68,
Carolina Ríos,BOXEO,22.0,78.4,189.0,46.0,14.1,4.4,PORTERO
Felipe Muñoz,BOXEO,44.0,80.09667630057803,160.0,74.0,13.866635071090046,9.12,DELANTERO
Matías Silva,TENNIS,38.0,58.1,179.0,51.0,13.866635071090046,2.62,DEFENSA
Natalia Cruz,CICLISMO,32.0,89.3,176.0,70.0,24.8,2.49,ATACANTE
Marisol Figueroa,NATACION,27.0,85.2,163.0,83.0,23.1,9.33,DELANTERO
Claudia Herrera,NATACIÓ,19.0,73.6,178.0,75.0,11.4,7.96,DEFENSA
César Sepúlveda,BASKETBALL,20.0,66.0,187.0,64.0,16.2,9.87,
Matías Silva,BOXEO,30.0,82.3,175.0,47.0,20.1,1.75,DEFENSA
Andrés Flores,BALONCESTO,30.0,74.0,172.0,50.0,19.6,1.03,
Paola Romero,NATACIÓ,28.0,85.3,186.0,65.0,16.7,1.41,CICLISTA
Alicia Campos,FUTBOL,37.0,63.0,193.0,69.75212464589235,13.8,8.64,CORREDOR
Enrique Valenzuela,FUTBOL,31.0,104.7,176.0,87.0,4.0,9.21,DEFENSA
Pedro Rodríguez,TENIS,3.0,103.6,191.0,80.0,0.1,9.3,CICLISTA
Mauricio Vega,ATLETISMO,28.0,82.1,159.0,63.0,16.8,6.97,ATACANTE
María González,VOLEIBOL,19.0,58.4,198.0,75.0,8.3,4.92,CICLISTA
Nicolás Reyes,NATACION,32.0,95.1,170.0,51.0,14.8,7.96,
Rodrigo Sandoval,ATLETISMO,26.0,85.9,200.0,80.0,3.3,5.46,DEFENSA
Ignacio Peña,BOXEO,41.0,77.4,179.5212464589235,50.0,17.5,9.97,
Gabriela Morales,CICLISMO,20.0,80.09667630057803,195.0,46.0,24.1,4.36,NADADOR
Gonzalo Fuentes,TENIS,25.0,68.8,200.0,68.0,22.3,7.39,MEDIOCAMPISTA
Ignacio Peña,NATACION,32.0,88.6,174.0,62.0,13.866635071090046,3.75,MEDIOCAMPISTA
Manuel Leal,NATACIÓ,25.0,64.9,200.0,84.0,13.7,2.37,CORREDOR
Camila Díaz,VOLEIBOL,25.0,98.5,168.0,72.0,18.3,7.71,CORREDOR
Sebastián Rojas,NATACION,37.0,86.4,162.0,80.0,13.1,5.7,MEDIOCAMPISTA
Ricardo Álvarez,BALONCESTO,26.0,98.1,177.0,60.0,20.7,7.49,CICLISTA
Ricardo Álvarez,NATACION,39.0,77.1,176.0,69.75212464589235,19.5,1.23,CORREDOR
Javiera Espinoza,CICLISMO,33.0,103.2,179.0,47.0,17.4,5.83,ATACANTE
Tomás Gutiérrez,FUTBOL,26.0,63.8,182.0,49.0,10.4,5.583822014051522,NADADOR
Sebastián Rojas,ATLETISMO,34.0,94.6,182.0,72.0,11.3,8.22,ATACANTE
Roberto Castillo,RUGBY,34.0,80.09667630057803,196.0,88.0,9.5,7.25,
Manuel Leal,ATLETISMO,38.0,71.8,178.0,69.75212464589235,14.1,6.96,PORTERO
María González,ATLETISMO,18.0,97.1,172.0,47.0,17.9,8.61,DEFENSA
Mónica Ortega,ATLETISMO,42.0,86.2,162.0,69.75212464589235,23.4,4.25,ATACANTE
Patricio Bravo,TENIS,42.0,83.8,201.0,70.0,17.2,1.34,MEDIOCAMPISTA
Felipe Muñoz,FUTBOL,19.0,85.2,179.5212464589235,67.0,13.866635071090046,9.85,CORREDOR
Gonzalo Fuentes,BASKETBALL,38.0,79.5,196.0,82.0,22.9,4.94,MEDIOCAMPISTA
Ignacio Peña,VOLEIBOL,33.0,71.4,187.0,57.0,22.0,9.01,NADADOR
Claudia Herrera,FUTBOL,40.0,92.5,175.0,50.0,8.1,2.54,DELANTERO
Pilar Contreras,FUTBOL,44.0,95.4,25.0,69.75212464589235,17.9,1.79,DEFENSA
Tomás Gutiérrez,TENNIS,22.0,60.4,165.0,58.0,21.8,7.34,CORREDOR
Valentina Ramírez,ATLETISMO,19.0,61.4,196.0,63.0,21.7,7.07,MEDIOCAMPISTA
Pilar Contreras,RUGBY,25.0,80.09667630057803,197.0,76.0,3.4,6.83,
Marisol Figueroa,VOLEIBOL,25.0,56.1,179.0,65.0,9.3,7.31,MEDIOCAMPISTA
Valentina Ramírez,NATACION,41.0,80.8,158.0,85.0,22.0,4.67,
Patricio Bravo,FUTBOL,31.0,101.4,167.0,45.0,18.2,8.1,ATACANTE
Eduardo Soto,TENIS,41.0,84.0,189.0,80.0,4.8,5.96,ATACANTE
Valentina Ramírez,BASKETBALL,43.0,82.2,160.0,55.0,4.9,2.21,PORTERO
Nicolás Reyes,VOLEIBOL,40.0,61.1,184.0,57.0,11.7,3.08,CICLISTA
Paola Romero,BOXEO,43.0,74.5,159.0,69.0,14.2,5.7,CICLISTA
Claudia Herrera,RUGBY,17.0,94.8,173.0,80.0,16.7,9.79,ATACANTE
Matías Silva,CICLISMO,28.0,62.4,175.0,89.0,13.866635071090046,6.87,DELANTERO
César Sepúlveda,VOLEIBOL,25.0,70.3,176.0,67.0,16.6,2.58,CICLISTA
Mónica Ortega,ATLETISMO,27.0,58.3,192.0,77.0,8.9,3.06,MEDIOCAMPISTA
Rodrigo Sandoval,NATACION,36.0,92.6,171.0,85.0,3.5,4.78,ATACANTE
Carlos Pérez,VOLEIBOL,33.0,83.6,195.0,70.0,4.5,9.93,DELANTERO
Gabriela Morales,RUGBY,19.0,91.1,160.0,90.0,16.3,3.48,MEDIOCAMPISTA
Nicolás Reyes,BALONCESTO,44.0,62.2,177.0,51.0,3.2,2.84,ATACANTE
Luis Parra,NATACIÓ,20.0,91.3,188.0,72.0,21.2,6.03,CICLISTA
Gonzalo Fuentes,ATLETISMO,24.0,95.4,201.0,65.0,13.9,5.08,CORREDOR
Isabella Castro,CICLISMO,30.0,55.3,192.0,51.0,3.2,2.1,
Diego Torres,ATLETISMO,41.0,90.3,30.0,83.0,7.9,5.583822014051522,MEDIOCAMPISTA
Andrés Flores,TENIS,19.0,69.3,186.0,62.0,24.8,4.1,MEDIOCAMPISTA
Mónica Ortega,RUGBY,41.0,68.5,191.0,50.0,21.9,9.39,
Mauricio Vega,BASKETBALL,31.050934579439254,55.6,199.0,52.0,12.0,6.92,ATACANTE
Marisol Figueroa,NATACIÓ,42.0,74.8,193.0,58.0,19.5,5.583822014051522,ATACANTE
Diego Torres,BALONCESTO,3.0,58.3,169.0,46.0,22.6,5.88,NADADOR
Sebastián Rojas,VOLEIBOL,21.0,69.8,169.0,45.0,8.3,5.61,ATACANTE
Natalia Cruz,FUTBOL,45.0,71.0,162.0,66.0,18.7,4.47,ATACANTE
Gonzalo Fuentes,CICLISMO,42.0,57.9,172.0,72.0,19.3,2.63,PORTERO
Alejandro Núñez,BOXEO,23.0,76.1,160.0,85.0,13.866635071090046,2.66,CORREDOR
Nicolás Reyes,NATACION,21.0,94.7,196.0,60.0,21.4,8.79,PORTERO
Valentina Ramírez,NATACIÓ,34.0,85.7,184.0,84.0,3.5,9.84,MEDIOCAMPISTA
Isabella Castro,TENIS,16.0,78.6,201.0,72.0,24.3,5.583822014051522,DEFENSA
Héctor Suárez,FUTBOL,28.0,59.3,186.0,78.0,13.6,9.67,PORTERO
Alicia Campos,NATACION,37.0,85.9,202.0,86.0,17.8,2.21,CICLISTA
Gabriela Morales,BASKETBALL,45.0,71.3,190.0,87.0,17.4,2.18,PORTERO
Rodrigo Sandoval,FUTBOL,24.0,77.8,191.0,70.0,3.7,6.96,DELANTERO
Patricio Bravo,BALONCESTO,28.0,63.2,202.0,63.0,22.7,3.95,PORTERO
Mónica Ortega,FUTBOL,26.0,82.0,170.0,55.0,13.5,6.35,PORTERO
Cristian Medina,FUTBOL,31.0,58.3,174.0,61.0,14.7,5.28,CORREDOR
Juan López,ATLETISMO,34.0,80.09667630057803,177.0,86.0,14.1,3.34,DELANTERO
Catalina Mora,ATLETISMO,26.0,88.9,166.0,58.0,10.4,7.27,CORREDOR
Enrique Valenzuela,FUTBOL,24.0,72.1,185.0,69.75212464589235,14.9,9.67,MEDIOCAMPISTA
Alicia Campos,BOXEO,19.0,63.2,191.0,54.0,13.0,2.69,NADADOR
Claudia Herrera,VOLEIBOL,41.0,97.0,194.0,46.0,15.7,4.42,
Marisol Figueroa,NATACION,37.0,80.6,184.0,61.0,11.5,5.59,NADADOR
Daniela Vargas,ATLETISMO,16.0,99.6,171.0,51.0,18.8,6.31,PORTERO
Matías Silva,NATACION,26.0,90.5,174.0,57.0,5.3,15.0,CICLISTA
Enrique Valenzuela,FUTBOL,17.0,58.8,178.0,69.75212464589235,13.8,7.12,CICLISTA
Mónica Ortega,VOLEIBOL,29.0,103.5,162.0,53.0,7.7,3.59,NADADOR
Juan López,FUTBOL,17.0,64.0,173.0,70.0,4.7,7.62,MEDIOCAMPISTA
Mauricio Vega,BOXEO,21.0,94.7,171.0,62.0,4.4,5.583822014051522,DELANTERO
Marisol Figueroa,FUTBOL,24.0,68.1,170.0,81.0,13.3,1.59,NADADOR
Camila Díaz,ATLETISMO,17.0,80.09667630057803,191.0,87.0,8.2,1.86,DEFENSA
Gabriela Morales,ATLETISMO,39.0,84.4,179.5212464589235,77.0,17.7,7.47,CORREDOR
Javiera Espinoza,ATLETISMO,40.0,55.3,196.0,81.0,22.9,7.99,PORTERO
Valentina Ramírez,ATLETISMO,35.0,103.9,179.0,74.0,8.3,6.49,NADADOR
María González,BOXEO,37.0,86.7,166.0,46.0,15.0,2.99,
Rodrigo Sandoval,CICLISMO,31.050934579439254,56.4,168.0,70.0,16.6,2.39,CORREDOR
Javiera Espinoza,TENNIS,31.0,92.2,162.0,66.0,16.0,4.26,DEFENSA
Juan López,ATLETISMO,20.0,68.2,190.0,61.0,14.6,9.34,CORREDOR
Tomás Gutiérrez,NATACIÓ,31.0,70.3,195.0,83.0,11.4,8.72,MEDIOCAMPISTA
Patricia Ramos,TENNIS,21.0,101.2,163.0,56.0,4.8,4.84,CICLISTA
Mauricio Vega,TENIS,28.0,57.6,159.0,66.0,20.8,8.46,MEDIOCAMPISTA
Roxana Salinas,VOLEIBOL,25.0,74.5,176.0,45.0,14.2,9.64,CICLISTA
Luis Parra,RUGBY,33.0,77.7,171.0,62.0,14.5,9.88,NADADOR
Cristian Medina,CICLISMO,34.0,101.2,181.0,55.0,22.1,7.56,CICLISTA
Nicolás Reyes,BALONCESTO,29.0,83.9,193.0,64.0,15.0,2.25,NADADOR
Nicolás Reyes,FUTBOL,26.0,97.0,202.0,69.0,13.6,4.21,DELANTERO
Tomás Gutiérrez,VOLEIBOL,41.0,65.7,179.5212464589235,86.0,23.6,5.93,MEDIOCAMPISTA
Carolina Ríos,RUGBY,41.0,68.2,161.0,77.0,17.2,3.94,
Nicolás Reyes,BALONCESTO,26.0,57.8,171.0,89.0,15.8,7.62,ATACANTE
María González,FUTBOL,24.0,96.5,187.0,69.0,8.7,4.21,ATACANTE
